date,region,search_interest,delivery_orders,ride_requests,freelance_jobs,active_users,urban_activity
2025-04-25,Dammam,51.2,5493,,297,20064,59.5
2025-04-25,Jeddah,64.0,6724,8276,356,27265,
2025-04-25,Madinah,49.1,4387,5113,269,19977,55.0
2025-04-25,Makkah,51.9,5655,6627,319,26585,62.6
2025-04-25,Riyadh,87.7,7354,8340,348,31586,84.9
2025-04-26,Dammam,41.0,4465,5554,254,19721,52.4
2025-04-26,Jeddah,59.7,5694,7393,337,22871,62.1
2025-04-26,Madinah,41.6,3434,,232,16611,44.9
2025-04-26,Makkah,47.4,5008,5853,262,18837,54.8
2025-04-26,Riyadh,73.3,5820,8122,397,30325,78.2
2025-04-27,Dammam,44.9,4394,,284,19615,50.3
2025-04-27,Jeddah,58.9,5750,6460,338,27525,58.7
2025-04-27,Madinah,42.4,3549,4987,218,16660,49.7
2025-04-27,Makkah,49.4,4284,6045,284,,55.4
2025-04-27,Riyadh,60.9,5811,7877,439,27636,63.1
2025-04-28,Dammam,48.1,4418,5564,289,18417,53.4
2025-04-28,Jeddah,60.0,5272,7540,330,26835,61.5
2025-04-28,Madinah,39.4,3603,4693,236,16872,49.2
2025-04-28,Makkah,47.9,4895,5701,338,18690,59.1
2025-04-28,Riyadh,71.6,,7466,422,26868,68.7
2025-04-29,Dammam,,4082,5040,250,19320,48.6
2025-04-29,Jeddah,61.6,5561,7296,396,24219,68.7
2025-04-29,Madinah,43.7,3774,5444,224,16652,47.2
2025-04-29,Makkah,46.8,4544,5807,344,22813,57.6
2025-04-29,Riyadh,63.5,6191,7867,418,26843,72.5
2025-04-30,Dammam,41.3,4524,5294,266,19055,50.8
2025-04-30,Jeddah,59.5,5863,6776,364,25133,58.7
2025-04-30,Madinah,43.3,4217,4780,252,19229,47.2
2025-04-30,Makkah,48.9,4016,6818,312,20286,59.0
2025-04-30,Riyadh,71.6,6582,8446,420,26932,74.6
2025-05-01,Dammam,52.1,5357,6144,270,23298,66.9
2025-05-01,Jeddah,68.4,6875,8259,332,28799,75.0
2025-05-01,Madinah,50.7,5081,5700,245,22211,49.3
2025-05-01,Makkah,60.5,5500,6715,282,25205,66.1
2025-05-01,Riyadh,76.3,7716,9178,387,33157,90.6
2025-05-02,Dammam,57.1,5352,6269,267,25378,54.9
2025-05-02,Jeddah,,6627,8245,372,30701,77.8
2025-05-02,Madinah,50.8,5111,6012,237,20174,
2025-05-02,Makkah,60.8,5167,6906,279,26335,67.1
2025-05-02,Riyadh,75.7,7408,9601,370,30703,93.2
2025-05-03,Dammam,53.9,4111,5477,247,18799,48.6
2025-05-03,Jeddah,56.3,4902,6943,355,27985,64.8
2025-05-03,Madinah,42.8,,5044,257,18512,45.4
2025-05-03,Makkah,44.6,4441,5805,281,22382,53.0
2025-05-03,Riyadh,64.7,5636,8175,379,26087,76.8
2025-05-04,Dammam,45.7,4280,5224,279,19534,53.2
2025-05-04,Jeddah,62.3,4908,7117,343,25331,60.8
2025-05-04,Madinah,41.9,3937,5314,237,18362,50.6
2025-05-04,Makkah,46.1,4453,5800,330,20659,54.8
2025-05-04,Riyadh,62.3,6249,7876,,26159,76.8
2025-05-05,Dammam,45.7,4674,5286,258,19214,50.3
2025-05-05,Jeddah,55.9,5578,6659,392,23569,66.3
2025-05-05,Madinah,36.0,3619,4875,220,17457,50.2
2025-05-05,Makkah,53.5,4615,5587,303,20612,59.1
2025-05-05,Riyadh,67.4,5745,7562,372,26573,75.6
2025-05-06,Dammam,50.9,4223,4958,288,20060,48.1
2025-05-06,Jeddah,60.3,5881,5721,366,24632,64.3
2025-05-06,Madinah,44.4,4331,4620,251,17213,47.2
2025-05-06,Makkah,50.0,5059,6226,,,52.5
2025-05-06,Riyadh,70.9,5941,8705,388,28164,77.0
2025-05-07,Dammam,39.9,4189,5573,283,20222,47.3
2025-05-07,Jeddah,61.6,5237,7193,383,26755,72.4
2025-05-07,Madinah,38.0,3843,4827,253,18676,44.4
2025-05-07,Makkah,51.7,4135,5526,302,21934,53.5
2025-05-07,Riyadh,64.0,6654,7949,373,30182,78.1
2025-05-08,Dammam,55.5,5688,7057,280,23286,59.2
2025-05-08,Jeddah,69.2,5771,7980,335,28939,82.9
2025-05-08,Madinah,48.3,4879,5765,229,22335,54.8
2025-05-08,Makkah,64.8,5432,6326,303,25679,63.7
2025-05-08,Riyadh,85.0,6994,9741,411,34281,91.8
2025-05-09,Dammam,55.1,5061,7155,298,24991,60.5
2025-05-09,Jeddah,72.8,7128,8500,358,28043,83.7
2025-05-09,Madinah,46.7,4504,,267,,59.5
2025-05-09,Makkah,60.3,5248,7627,305,24926,64.1
2025-05-09,Riyadh,81.8,8353,8798,430,35803,90.0
2025-05-10,Dammam,44.3,4643,5369,297,18800,54.6
2025-05-10,Jeddah,54.3,5641,6901,364,19387,73.4
2025-05-10,Madinah,43.2,3450,4990,228,18293,47.4
2025-05-10,Makkah,49.0,4708,5748,297,22151,57.6
2025-05-10,Riyadh,62.5,6731,8088,432,29100,69.4
2025-05-11,Dammam,43.1,4588,6249,253,19628,60.7
2025-05-11,Jeddah,53.0,5744,7403,345,24543,60.0
2025-05-11,Madinah,41.0,3712,4709,,18448,43.7
2025-05-11,Makkah,52.3,5121,6561,297,19942,50.0
2025-05-11,Riyadh,60.4,5728,7836,428,27671,81.0
2025-05-12,Dammam,47.7,4224,5060,280,17802,57.5
2025-05-12,Jeddah,58.1,5271,6983,315,,64.2
2025-05-12,Madinah,41.5,4201,4913,257,15977,51.1
2025-05-12,Makkah,55.0,4983,5610,261,21645,54.5
2025-05-12,Riyadh,71.8,6804,6746,396,26264,84.5
2025-05-13,Dammam,45.4,4180,5475,290,18440,56.9
2025-05-13,Jeddah,57.2,5296,,349,24025,67.2
2025-05-13,Madinah,45.1,3459,4879,258,18324,
2025-05-13,Makkah,49.4,5303,6168,307,21660,52.4
2025-05-13,Riyadh,61.4,,7216,390,29515,78.6
2025-05-14,Dammam,51.3,4635,5569,,21054,54.3
2025-05-14,Jeddah,63.4,5752,6110,372,24018,67.8
2025-05-14,Madinah,41.8,3950,5154,255,18087,48.4
2025-05-14,Makkah,51.2,4730,6522,314,21489,59.1
2025-05-14,Riyadh,73.7,6120,8263,415,29729,69.6
2025-05-15,Dammam,59.1,5402,6724,266,23560,58.7
2025-05-15,Jeddah,71.3,6419,6986,325,28639,73.8
2025-05-15,Madinah,48.6,,,241,20625,55.9
2025-05-15,Makkah,54.7,5577,7079,296,22018,71.9
2025-05-15,Riyadh,77.4,,8347,400,32447,91.8
2025-05-16,Dammam,54.6,5555,6762,284,23226,
2025-05-16,Jeddah,74.6,7128,7874,323,29662,83.4
2025-05-16,Madinah,54.2,4477,5907,228,21040,57.0
2025-05-16,Makkah,60.6,6028,6427,328,25911,61.8
2025-05-16,Riyadh,78.1,7870,9683,387,34363,99.0
2025-05-17,Dammam,44.6,4236,,283,20860,54.8
2025-05-17,Jeddah,66.1,5780,6925,351,,69.5
2025-05-17,Madinah,44.4,3807,,250,16228,49.0
2025-05-17,Makkah,50.9,5069,5820,288,23188,62.0
2025-05-17,Riyadh,73.4,5034,7895,372,28297,73.4
2025-05-18,Dammam,45.1,4374,5462,261,21145,54.5
2025-05-18,Jeddah,65.1,4936,7195,392,24494,68.7
2025-05-18,Madinah,40.8,3992,4909,237,18407,47.1
2025-05-18,Makkah,44.8,4878,5990,309,20419,63.8
2025-05-18,Riyadh,68.0,5782,7619,402,28636,76.3
2025-05-19,Dammam,49.5,4396,5901,251,18739,54.0
2025-05-19,Jeddah,62.4,5662,6512,353,24722,61.6
2025-05-19,Madinah,46.5,3611,4961,258,19186,44.6
2025-05-19,Makkah,44.9,4719,5990,291,,60.0
2025-05-19,Riyadh,68.9,6317,8160,394,29785,73.8
2025-05-20,Dammam,42.3,4527,5006,292,19704,53.4
2025-05-20,Jeddah,56.8,5413,7148,377,25121,73.3
2025-05-20,Madinah,42.9,3638,4633,229,18638,43.6
2025-05-20,Makkah,49.2,4828,5659,343,23177,50.2
2025-05-20,Riyadh,69.7,6268,7618,423,28986,82.1
2025-05-21,Dammam,50.1,4378,5719,269,19818,56.9
2025-05-21,Jeddah,62.5,5046,6765,387,21033,66.6
2025-05-21,Madinah,34.6,3701,4568,270,18166,45.6
2025-05-21,Makkah,53.4,4764,6344,289,22341,50.6
2025-05-21,Riyadh,64.9,,8137,419,27147,73.4
2025-05-22,Dammam,59.9,5163,6536,300,23153,68.6
2025-05-22,Jeddah,76.4,6061,8193,361,31448,82.1
2025-05-22,Madinah,47.5,4480,5478,281,20122,50.4
2025-05-22,Makkah,56.6,5730,6409,301,26307,70.3
2025-05-22,Riyadh,86.3,7587,10257,363,32203,94.8
2025-05-23,Dammam,61.3,5039,6456,290,24733,65.5
2025-05-23,Jeddah,63.5,6888,7924,376,26541,72.6
2025-05-23,Madinah,47.0,4413,5937,240,18869,53.0
2025-05-23,Makkah,59.2,5525,7221,284,23873,68.7
2025-05-23,Riyadh,74.4,7108,9517,442,,88.6
2025-05-24,Dammam,50.2,4626,5482,289,20462,49.9
2025-05-24,Jeddah,54.8,5692,8022,383,25574,54.8
2025-05-24,Madinah,42.3,3815,5285,267,18568,46.1
2025-05-24,Makkah,55.3,4621,6199,314,21795,62.0
2025-05-24,Riyadh,69.8,6485,7801,408,28677,68.2
2025-05-25,Dammam,46.8,4510,5447,301,18508,56.6
2025-05-25,Jeddah,52.4,6190,7118,372,26649,64.7
2025-05-25,Madinah,43.3,3439,4992,269,18295,44.8
2025-05-25,Makkah,49.9,4636,5809,303,21491,55.8
2025-05-25,Riyadh,62.8,6734,8510,358,30926,66.2
2025-05-26,Dammam,50.8,4767,5264,325,16912,58.5
2025-05-26,Jeddah,60.3,5126,7396,357,24556,69.6
2025-05-26,Madinah,38.8,3789,4742,,17709,46.3
2025-05-26,Makkah,53.9,4660,,284,23610,50.4
2025-05-26,Riyadh,61.1,6150,7986,415,31153,74.4
2025-05-27,Dammam,53.8,4093,5760,259,18830,52.2
2025-05-27,Jeddah,61.2,5443,8049,348,21686,63.0
2025-05-27,Madinah,46.2,4088,5164,233,18044,45.4
2025-05-27,Makkah,47.6,4661,6472,293,22267,62.8
2025-05-27,Riyadh,66.3,5370,8293,421,30552,78.3
2025-05-28,Dammam,48.4,4434,5390,281,19884,51.5
2025-05-28,Jeddah,60.5,6087,6650,350,25047,67.0
2025-05-28,Madinah,40.1,3909,5138,249,17655,50.3
2025-05-28,Makkah,55.6,4769,6022,277,23676,57.1
2025-05-28,Riyadh,70.0,5894,7872,384,28231,80.5
2025-05-29,Dammam,54.7,4884,6584,315,24083,68.7
2025-05-29,Jeddah,73.3,6282,8373,319,28786,82.7
2025-05-29,Madinah,50.0,4640,,248,18351,55.9
2025-05-29,Makkah,64.5,5703,7222,289,22008,64.7
2025-05-29,Riyadh,86.6,8093,10632,426,33739,95.1
2025-05-30,Dammam,55.7,5649,6363,306,22650,59.9
2025-05-30,Jeddah,73.2,6261,8721,355,31292,83.0
2025-05-30,Madinah,48.2,4614,5695,242,20729,55.1
2025-05-30,Makkah,61.2,5620,7545,316,23207,62.3
2025-05-30,Riyadh,,7130,8774,398,30747,93.9
2025-05-31,Dammam,45.1,4436,6079,316,18435,60.0
2025-05-31,Jeddah,63.8,5464,7486,,24753,64.7
2025-05-31,Madinah,40.1,3743,4998,260,19740,47.7
2025-05-31,Makkah,49.1,4514,6007,313,,58.0
2025-05-31,Riyadh,69.5,6109,8047,383,29017,83.1
2025-06-01,Dammam,50.3,4663,5260,281,19911,51.3
2025-06-01,Jeddah,62.6,5391,7447,320,24588,65.7
2025-06-01,Madinah,44.6,3784,5120,235,18480,45.6
2025-06-01,Makkah,46.8,4143,6887,296,21484,54.5
2025-06-01,Riyadh,63.3,7053,7809,451,33264,75.6
2025-06-02,Dammam,43.9,4634,5431,,21347,49.8
2025-06-02,Jeddah,57.8,5511,7560,354,24001,67.4
2025-06-02,Madinah,40.1,3632,5277,263,19667,41.7
2025-06-02,Makkah,53.3,4381,5533,291,22059,64.8
2025-06-02,Riyadh,69.4,6590,7817,389,27593,
2025-06-03,Dammam,53.0,4306,5874,293,20358,53.9
2025-06-03,Jeddah,55.9,5575,7763,389,23426,
2025-06-03,Madinah,45.6,3344,5425,239,18349,48.8
2025-06-03,Makkah,47.6,4917,,314,21416,54.4
2025-06-03,Riyadh,63.6,5859,8063,404,31283,78.8
2025-06-04,Dammam,45.4,4163,6017,301,20754,61.9
2025-06-04,Jeddah,59.5,6377,6886,382,26110,58.9
2025-06-04,Madinah,39.1,3563,5462,246,17381,49.8
2025-06-04,Makkah,44.3,4191,5999,337,22500,60.8
2025-06-04,Riyadh,70.0,,7251,417,25806,82.1
2025-06-05,Dammam,50.6,5314,6663,285,23664,60.7
2025-06-05,Jeddah,71.3,6472,8700,377,32462,74.9
2025-06-05,Madinah,44.9,4908,,241,19694,56.8
2025-06-05,Makkah,55.9,5399,7013,279,22835,70.5
2025-06-05,Riyadh,74.0,7769,9827,363,,92.2
2025-06-06,Dammam,59.6,5320,7411,274,23609,67.7
2025-06-06,Jeddah,72.2,6797,,372,31679,84.7
2025-06-06,Madinah,52.8,,5607,225,21588,50.7
2025-06-06,Makkah,58.1,5369,,328,24464,65.6
2025-06-06,Riyadh,84.5,6839,9237,438,38373,93.6
2025-06-07,Dammam,47.8,4967,5640,279,21446,52.9
2025-06-07,Jeddah,60.7,5401,7165,361,24152,67.3
2025-06-07,Madinah,40.6,3863,,243,17926,49.7
2025-06-07,Makkah,52.7,4823,5982,324,21582,61.9
2025-06-07,Riyadh,70.2,6668,7973,385,29868,
2025-06-08,Dammam,50.1,3780,5562,343,20838,53.8
2025-06-08,Jeddah,65.5,5627,,372,23622,65.9
2025-06-08,Madinah,41.0,3824,5266,224,18402,48.6
2025-06-08,Makkah,55.6,4398,5692,265,21231,57.8
2025-06-08,Riyadh,67.4,6420,8476,411,29353,77.5
2025-06-09,Dammam,47.4,,6453,274,21832,52.5
2025-06-09,Jeddah,62.5,5049,7848,326,23901,72.2
2025-06-09,Madinah,46.5,4273,4837,256,19337,46.1
2025-06-09,Makkah,52.1,4620,5835,270,21024,60.7
2025-06-09,Riyadh,68.5,6192,7538,408,25969,71.5
2025-06-10,Dammam,47.2,4211,6156,309,21470,53.2
2025-06-10,Jeddah,64.6,6018,6735,319,23595,59.8
2025-06-10,Madinah,43.6,3575,4748,259,18527,45.4
2025-06-10,Makkah,51.9,4752,6272,317,20434,55.7
2025-06-10,Riyadh,70.4,6512,8145,452,26231,79.2
2025-06-11,Dammam,50.4,4053,5366,272,,52.9
2025-06-11,Jeddah,58.5,5445,7455,365,25426,60.3
2025-06-11,Madinah,40.8,4013,4729,249,16187,46.9
2025-06-11,Makkah,54.4,4935,6727,312,23117,53.9
2025-06-11,Riyadh,65.7,5754,7170,431,25960,75.7
2025-06-12,Dammam,54.3,5150,6221,286,27275,63.4
2025-06-12,Jeddah,76.7,6503,8168,339,32943,78.5
2025-06-12,Madinah,52.1,4519,6072,259,21401,58.9
2025-06-12,Makkah,59.8,5373,7800,304,23341,65.2
2025-06-12,Riyadh,,7227,9801,385,31588,93.1
2025-06-13,Dammam,59.5,5169,6471,271,23411,67.4
2025-06-13,Jeddah,74.8,6647,7444,372,30064,72.6
2025-06-13,Madinah,47.2,4826,5639,258,21851,53.3
2025-06-13,Makkah,53.8,,7152,325,22118,63.4
2025-06-13,Riyadh,86.1,7475,9449,367,36468,90.8
2025-06-14,Dammam,51.5,4510,5259,292,21326,57.2
2025-06-14,Jeddah,61.8,4939,7238,374,25931,66.0
2025-06-14,Madinah,42.7,3534,4808,252,17638,45.9
2025-06-14,Makkah,53.5,4972,6462,299,21646,54.6
2025-06-14,Riyadh,66.2,6292,7710,416,31263,77.8
2025-06-15,Dammam,49.4,4592,5807,269,20565,53.3
2025-06-15,Jeddah,59.0,5899,7616,391,26728,71.4
2025-06-15,Madinah,39.4,3742,5180,279,16884,48.9
2025-06-15,Makkah,48.8,5027,7222,315,21232,
2025-06-15,Riyadh,62.8,6296,8775,432,29230,74.1
2025-06-16,Dammam,49.4,4485,5838,296,23402,49.5
2025-06-16,Jeddah,60.7,5266,6410,,25676,67.1
2025-06-16,Madinah,35.6,4264,4773,259,16593,46.8
2025-06-16,Makkah,42.8,4749,6014,323,18575,53.3
2025-06-16,Riyadh,63.4,6224,8030,415,29037,78.9
2025-06-17,Dammam,49.5,4263,5285,303,17901,54.9
2025-06-17,Jeddah,60.7,5062,7377,361,25319,68.9
2025-06-17,Madinah,41.7,,5134,244,19272,42.6
2025-06-17,Makkah,52.9,4656,6389,312,21223,56.5
2025-06-17,Riyadh,68.6,6439,7735,390,29384,77.9
2025-06-18,Dammam,44.7,4163,5509,291,20709,53.9
2025-06-18,Jeddah,61.8,5916,6590,358,25543,62.1
2025-06-18,Madinah,42.9,3998,5096,240,17066,46.3
2025-06-18,Makkah,48.9,4864,5446,293,22259,54.6
2025-06-18,Riyadh,69.5,6285,7986,409,27938,75.2
2025-06-19,Dammam,58.0,,6447,261,24966,54.8
2025-06-19,Jeddah,70.2,,9314,342,32591,71.2
2025-06-19,Madinah,49.1,5222,6098,221,19134,53.2
2025-06-19,Makkah,61.3,5110,7175,327,26086,67.1
2025-06-19,Riyadh,75.6,7279,9490,387,31723,90.9
2025-06-20,Dammam,50.6,5005,6429,326,23842,64.1
2025-06-20,Jeddah,66.1,6906,7551,330,29566,73.9
2025-06-20,Madinah,48.0,4409,6233,246,22711,58.1
2025-06-20,Makkah,65.2,5857,6959,302,27311,60.9
2025-06-20,Riyadh,84.4,6686,9821,373,33504,79.1
2025-06-21,Dammam,50.1,4220,5487,313,19299,53.6
2025-06-21,Jeddah,63.0,5589,7829,356,25999,59.6
2025-06-21,Madinah,36.1,3977,5173,261,19238,46.4
2025-06-21,Makkah,52.3,4718,6194,287,22412,55.3
2025-06-21,Riyadh,71.1,6711,7486,415,30212,75.8
2025-06-22,Dammam,49.5,4314,5855,290,20034,41.3
2025-06-22,Jeddah,59.2,5968,6277,332,25134,66.5
2025-06-22,Madinah,43.6,3898,5034,234,17839,48.0
2025-06-22,Makkah,50.4,4873,5426,269,23739,59.5
2025-06-22,Riyadh,69.0,5862,8052,421,31250,67.4
2025-06-23,Dammam,49.6,4512,5392,293,19982,54.0
2025-06-23,Jeddah,60.5,5526,6689,351,24484,70.1
2025-06-23,Madinah,39.8,3649,4775,249,17783,48.0
2025-06-23,Makkah,43.9,4946,5666,317,22420,
2025-06-23,Riyadh,67.1,6169,6909,408,28833,82.5
2025-06-24,Dammam,48.0,4675,5395,276,20337,54.9
2025-06-24,Jeddah,55.8,5607,7122,332,27685,64.4
2025-06-24,Madinah,38.2,3703,5476,209,17738,47.5
2025-06-24,Makkah,51.7,4687,5887,301,22553,54.3
2025-06-24,Riyadh,73.7,6298,7891,410,32546,74.8
2025-06-25,Dammam,44.7,4271,5560,267,20869,52.1
2025-06-25,Jeddah,56.3,5306,7151,370,24545,63.6
2025-06-25,Madinah,46.3,3614,5019,237,17287,43.3
2025-06-25,Makkah,54.3,4660,5770,272,21318,53.5
2025-06-25,Riyadh,70.6,6113,7760,459,29232,71.8
2025-06-26,Dammam,53.3,5052,5873,,23418,66.7
2025-06-26,Jeddah,70.0,6046,8562,341,30987,78.3
2025-06-26,Madinah,43.7,4483,6165,248,19136,50.6
2025-06-26,Makkah,58.5,4778,7379,331,24038,65.5
2025-06-26,Riyadh,82.7,7936,9918,401,33053,90.8
2025-06-27,Dammam,49.8,5620,6317,289,23032,61.7
2025-06-27,Jeddah,73.5,6405,8455,365,30100,67.9
2025-06-27,Madinah,49.9,4615,5748,231,18708,
2025-06-27,Makkah,64.5,5083,6923,304,25898,65.4
2025-06-27,Riyadh,77.3,7001,9277,406,31901,73.4
2025-06-28,Dammam,53.1,4385,5440,274,,49.7
2025-06-28,Jeddah,57.9,5541,6760,410,,63.4
2025-06-28,Madinah,43.2,4035,4533,232,17954,47.0
2025-06-28,Makkah,51.5,4572,5694,297,23084,55.3
2025-06-28,Riyadh,65.4,6452,7954,418,26397,71.6
2025-06-29,Dammam,50.7,4514,5731,294,19977,58.2
2025-06-29,Jeddah,61.7,5044,7088,345,24879,67.7
2025-06-29,Madinah,41.7,3589,4884,241,18676,43.4
2025-06-29,Makkah,48.1,4441,6141,308,21485,57.6
2025-06-29,Riyadh,71.1,6065,8198,405,32371,80.9
2025-06-30,Dammam,47.1,4565,5993,299,21255,51.5
2025-06-30,Jeddah,62.4,4901,6804,356,,65.6
2025-06-30,Madinah,38.9,4017,5071,253,19044,46.5
2025-06-30,Makkah,47.7,4389,5372,322,20691,58.7
2025-06-30,Riyadh,63.8,6575,8741,414,32167,
2025-07-01,Dammam,49.0,4389,5617,289,,49.6
2025-07-01,Jeddah,58.4,5845,7630,365,,65.8
2025-07-01,Madinah,41.4,3876,4995,260,17343,46.2
2025-07-01,Makkah,48.9,4754,6456,288,23685,59.1
2025-07-01,Riyadh,68.1,6173,8088,411,28295,70.7
2025-07-02,Dammam,44.7,4181,5584,313,17853,50.1
2025-07-02,Jeddah,63.1,5168,6690,367,26278,68.5
2025-07-02,Madinah,41.0,3686,5504,242,17660,43.7
2025-07-02,Makkah,,4821,6226,324,21460,53.8
2025-07-02,Riyadh,64.8,6105,8226,421,29023,69.8
2025-07-03,Dammam,53.9,5462,6941,288,22978,57.3
2025-07-03,Jeddah,70.6,6186,8708,358,27889,74.5
2025-07-03,Madinah,45.9,4584,5708,243,20494,56.1
2025-07-03,Makkah,56.7,5073,7229,261,24927,64.2
2025-07-03,Riyadh,77.8,6809,8323,399,34214,87.2
2025-07-04,Dammam,54.3,5361,6582,280,,59.6
2025-07-04,Jeddah,62.4,6872,,348,30549,78.3
2025-07-04,Madinah,49.8,4372,6338,212,21483,52.6
2025-07-04,Makkah,56.2,5206,6372,302,24482,56.0
2025-07-04,Riyadh,83.8,7897,,424,33707,91.8
2025-07-05,Dammam,47.7,4657,5799,293,21197,51.6
2025-07-05,Jeddah,60.3,5522,6487,296,26645,65.0
2025-07-05,Madinah,42.8,4245,4697,244,17896,46.3
2025-07-05,Makkah,49.1,4709,5708,317,21240,54.3
2025-07-05,Riyadh,64.3,6601,7848,390,28190,
2025-07-06,Dammam,,4084,5382,278,20501,55.4
2025-07-06,Jeddah,61.7,5738,7832,342,25354,67.6
2025-07-06,Madinah,41.4,3849,4539,228,17073,46.0
2025-07-06,Makkah,48.6,3879,6030,285,20839,57.9
2025-07-06,Riyadh,73.1,6014,7753,393,28377,81.3
2025-07-07,Dammam,45.8,4543,5574,277,22265,50.7
2025-07-07,Jeddah,52.4,5743,6783,,26326,71.2
2025-07-07,Madinah,40.2,3901,4943,245,14543,51.0
2025-07-07,Makkah,51.8,4673,5853,321,21269,57.9
2025-07-07,Riyadh,59.7,6326,8660,415,29648,80.1
2025-07-08,Dammam,42.0,4458,4753,258,19928,50.6
2025-07-08,Jeddah,63.3,5171,6680,312,24327,63.8
2025-07-08,Madinah,36.8,4069,4693,254,15998,44.8
2025-07-08,Makkah,51.0,4623,5423,277,21046,53.8
2025-07-08,Riyadh,69.0,6395,8764,409,28239,74.7
2025-07-09,Dammam,44.7,4265,5548,258,21392,55.3
2025-07-09,Jeddah,62.2,5326,,357,24573,
2025-07-09,Madinah,42.8,3836,5182,255,17485,46.8
2025-07-09,Makkah,,4796,6530,333,21628,54.2
2025-07-09,Riyadh,65.9,6446,8216,385,28106,78.1
2025-07-10,Dammam,54.7,4947,6724,258,24967,62.9
2025-07-10,Jeddah,69.8,6219,8687,322,27496,82.7
2025-07-10,Madinah,,3845,6013,237,21479,54.5
2025-07-10,Makkah,49.5,5184,6700,278,25371,74.9
2025-07-10,Riyadh,72.3,6783,8243,355,30602,92.4
2025-07-11,Dammam,50.2,5206,6349,275,23921,62.0
2025-07-11,Jeddah,75.6,6066,8453,333,28052,69.3
2025-07-11,Madinah,50.1,4197,5842,245,20770,50.9
2025-07-11,Makkah,55.0,5596,7362,300,24912,76.2
2025-07-11,Riyadh,73.8,8026,9574,420,33484,85.7
2025-07-12,Dammam,45.5,,5398,272,18805,57.1
2025-07-12,Jeddah,63.5,6329,7202,402,23775,70.9
2025-07-12,Madinah,39.6,3456,5463,245,17787,50.5
2025-07-12,Makkah,,4505,5514,306,21729,55.7
2025-07-12,Riyadh,69.0,5827,8244,353,26917,83.4
2025-07-13,Dammam,50.3,,5646,275,19851,45.7
2025-07-13,Jeddah,58.1,5290,6591,366,27702,64.5
2025-07-13,Madinah,39.4,3691,5285,247,17339,49.0
2025-07-13,Makkah,45.8,4015,6222,326,21763,60.8
2025-07-13,Riyadh,66.9,5742,8459,393,28215,82.0
2025-07-14,Dammam,46.6,3886,5057,265,17294,52.9
2025-07-14,Jeddah,59.4,5901,7289,341,26803,61.7
2025-07-14,Madinah,45.4,3933,5043,237,16702,42.0
2025-07-14,Makkah,,4493,6571,321,20539,58.7
2025-07-14,Riyadh,66.6,5955,7318,395,25853,73.7
2025-07-15,Dammam,46.5,4488,5256,270,19793,56.9
2025-07-15,Jeddah,65.1,5181,6481,347,26798,69.5
2025-07-15,Madinah,46.0,3753,5321,238,17209,48.1
2025-07-15,Makkah,50.2,4585,6213,297,19621,53.3
2025-07-15,Riyadh,71.0,5768,8131,387,26545,79.0
2025-07-16,Dammam,,3840,5494,289,19943,46.1
2025-07-16,Jeddah,62.2,5317,6289,329,24715,63.1
2025-07-16,Madinah,36.3,3557,5015,265,16732,49.4
2025-07-16,Makkah,,4596,5294,323,20992,53.1
2025-07-16,Riyadh,58.1,6319,7407,355,27821,76.1
2025-07-17,Dammam,52.5,5456,6582,270,22014,61.6
2025-07-17,Jeddah,64.5,6558,7988,371,29607,83.7
2025-07-17,Madinah,52.8,4473,6223,258,17522,55.9
2025-07-17,Makkah,63.6,4530,6790,278,25842,64.8
2025-07-17,Riyadh,76.8,6686,10306,410,32404,80.8
2025-07-18,Dammam,54.1,4796,7375,279,21616,63.7
2025-07-18,Jeddah,73.8,6363,8339,374,,79.3
2025-07-18,Madinah,49.2,3793,6259,235,19889,55.4
2025-07-18,Makkah,54.0,6097,6640,322,24680,62.7
2025-07-18,Riyadh,87.0,,9089,383,31540,81.0
2025-07-19,Dammam,44.1,4296,5604,262,20471,52.2
2025-07-19,Jeddah,60.9,5739,7164,351,25466,67.2
2025-07-19,Madinah,43.5,3843,4782,245,16590,47.0
2025-07-19,Makkah,47.9,4791,5567,246,24463,57.9
2025-07-19,Riyadh,62.9,6194,7693,376,29740,78.1
2025-07-20,Dammam,41.8,4332,5661,244,19015,54.6
2025-07-20,Jeddah,60.6,5717,6942,377,26371,68.0
2025-07-20,Madinah,39.1,3518,4727,253,15946,47.8
2025-07-20,Makkah,44.2,4914,,304,22792,54.7
2025-07-20,Riyadh,72.6,5854,7104,377,28230,71.7
2025-07-21,Dammam,42.8,4293,5604,262,19792,49.4
2025-07-21,Jeddah,57.2,5510,6386,364,23027,66.8
2025-07-21,Madinah,41.2,3725,4435,241,17802,43.2
2025-07-21,Makkah,51.5,4786,6369,293,20167,53.7
2025-07-21,Riyadh,66.1,6131,7856,416,28520,69.9
2025-07-22,Dammam,45.9,4309,5957,292,21173,52.5
2025-07-22,Jeddah,56.0,5279,6828,335,23247,63.3
2025-07-22,Madinah,44.0,3878,4940,255,18391,46.2
2025-07-22,Makkah,50.0,4536,5740,251,20594,53.3
2025-07-22,Riyadh,61.8,6464,7975,381,31314,71.3
2025-07-23,Dammam,46.0,4107,6003,261,19068,50.5
2025-07-23,Jeddah,55.7,4856,7140,320,22669,59.1
2025-07-23,Madinah,43.8,3869,5131,231,16633,43.1
2025-07-23,Makkah,50.7,4403,5684,295,21225,54.6
2025-07-23,Riyadh,63.5,6114,8079,402,30035,76.3
